Exchange,Token,Lotsize,Symbol,Tradingsymbol,Instrument,Expiry,Strike,Optiontype
BSE,506178,1,VELOXIND,VELOXIND,XT,,0,
BSE,506166,1,APIS,APIS,XT,,0,
BSE,506161,1,ISHWATR,ISHWATR,XT,,0,
BSE,506146,1,VIVIDHA,VIVIDHA,B,,0,
BSE,506134,1,INTELLCAP,INTELLCAP,XT,,0,
BSE,506128,1,PARNAXLAB,PARNAXLAB,X,,0,
BSE,506122,1,PANKAJPIYUS,PANKAJPIYUS,X,,0,
BSE,506109,1,GENESYS,GENESYS,B,,0,
BSE,506105,1,STANROS,STANROS,X,,0,
BSE,506079,1,LAKPRE,LAKPRE,Z,,0,
BSE,506076,1,GRINDWELL,GRINDWELL,A,,0,
BSE,506074,1,ARSHIYA,ARSHIYA,B,,0,
BSE,506042,1,ZPRBHSTE,ZPRBHSTE,XT,,0,
BSE,506022,1,PRAKASH,PRAKASH,T,,0,
BSE,506003,1,SUDAI,SUDAI,XT,,0,
BSE,505978,1,TRITONV,TRITONV,X,,0,
BSE,505893,1,HINDHARD,HINDHARD,X,,0,
BSE,505890,1,KENNAMET,KENNAMET,A,,0,
BSE,505872,1,WPIL,WPIL,B,,0,
BSE,505854,1,TRF,TRF,B,,0,
BSE,505850,1,MANCREDIT,MANCREDIT,X,,0,
BSE,505840,1,JAIPAN,JAIPAN,X,,0,
BSE,505827,1,SNL,SNL,X,,0,
BSE,505800,1,RANEHOLDIN,RANEHOLDIN,B,,0,
BSE,505797,1,MPCOSEMB,MPCOSEMB,XT,,0,
BSE,505790,1,SCHAEFFLER,SCHAEFFLER,A,,0,
BSE,505750,1,JOSTS,JOSTS,XT,,0,
BSE,505744,1,FMGOETZE,FMGOETZE,B,,0,
BSE,505737,1,INTLCOMBQ,INTLCOMBQ,XT,,0,
BSE,505729,1,SINGER,SINGER,X,,0,
BSE,505726,1,IFBIND,IFBIND,A,,0,
BSE,505725,1,AQFINTECH,AQFINTECH,X,,0,
BSE,505720,1,HERCULES,HERCULES,B,,0,
BSE,505714,1,GABRIEL,GABRIEL,A,,0,
BSE,505712,1,HIMTEK,HIMTEK,X,,0,
BSE,505710,1,GRAUWEIL,GRAUWEIL,B,,0,
BSE,505703,1,DECANBRG,DECANBRG,XT,,0,
BSE,505700,1,ELECON,ELECON,A,,0,
BSE,505693,1,LATIMMETAL,LATIMMETAL,X,,0,
BSE,505690,1,BRADYM,BRADYM,X,,0,
BSE,505688,1,BHARATGEAR,BHARATGEAR,B,,0,
BSE,505685,1,TAPARIA,TAPARIA,XT,,0,
BSE,505681,1,BIMETAL,BIMETAL,X,,0,
BSE,505650,1,SKYLMILAR,SKYLMILAR,XT,,0,
BSE,505594,1,MULTIIN,MULTIIN,XT,,0,
BSE,505590,1,SVPGLOB,SVPGLOB,T,,0,
BSE,505585,1,ZKOVALIN,ZKOVALIN,XT,,0,
BSE,505537,1,ZEEL,ZEEL,A,,0,
BSE,505533,1,WESTLIFE,WESTLIFE,A,,0,
BSE,505526,1,DOLATALGO,DOLATALGO,B,,0,
BSE,505523,1,MAHACORP,MAHACORP,X,,0,
BSE,505520,1,ZHEMHOLD,ZHEMHOLD,XT,,0,
BSE,505515,1,SHYMINV,SHYMINV,X,,0,
BSE,505509,1,RESPONIND,RESPONIND,B,,0,
BSE,505412,1,WENDT,WENDT,B,,0,
BSE,505400,1,TEXINFRA,TEXINFRA,B,,0,
BSE,505368,1,SEMAC,SEMAC,T,,0,
BSE,505358,1,INTEGRAEN,INTEGRAEN,XT,,0,
BSE,505355,1,NESCO,NESCO,A,,0,
BSE,505343,1,MONOT,MONOT,Z,,0,
BSE,505336,1,HARSHILAGR,HARSHILAGR,X,,0,
BSE,505324,1,MANUGRAPH,MANUGRAPH,T,,0,
BSE,505320,1,LYNMC,LYNMC,XT,,0,
BSE,505302,1,LXMIATO,LXMIATO,XT,,0,
BSE,505299,1,KPT,KPT,X,,0,
BSE,505285,1,TULIVE,TULIVE,XT,,0,
BSE,505283,1,KIRLPNU,KIRLPNU,A,,0,
BSE,505255,1,GMM,GMM,A,,0,
BSE,505250,1,GGDANDE,GGDANDE,X,,0,
BSE,505242,1,DYNAMATECH,DYNAMATECH,B,,0,
BSE,505232,1,VELJAN,VELJAN,XT,,0,
BSE,505216,1,ALFREDHE,ALFREDHE,X,,0,
BSE,505212,1,JAINEX,JAINEX,XT,,0,
BSE,505200,1,EICHERMOT,EICHERMOT,A,,0,
BSE,505196,1,TIL,TIL,Z,,0,
BSE,505192,1,SMLISUZU,SMLISUZU,B,,0,
BSE,505163,1,ZFSTEERING,ZFSTEERING,X,,0,
BSE,505160,1,TALBROAUTO,TALBROAUTO,T,,0,
BSE,505141,1,SCOOTER,SCOOTER,T,,0,
BSE,505100,1,INRADIA,INRADIA,XT,,0,
BSE,505075,1,SETCO,SETCO,T,,0,
BSE,505036,1,ACGL,ACGL,X,,0,
BSE,505010,1,AUTOAXLES,AUTOAXLES,B,,0,
BSE,504988,1,ZWELCAST,ZWELCAST,XT,,0,
BSE,504973,1,CHOLAHLDNG,CHOLAHLDNG,A,,0,
BSE,504966,1,TINPLATE,TINPLATE,A,,0,
BSE,504959,1,STOVACQ,STOVACQ,X,,0,
BSE,504918,1,SANDUMA,SANDUMA,A,,0,
BSE,504908,1,DUNCANENG,DUNCANENG,X,,0,
BSE,504903,1,RATHIST,RATHIST,XT,,0,
BSE,504882,1,NATIONSTD,NATIONSTD,B,,0,
BSE,504879,1,ORIENTCER,ORIENTCER,B,,0,
BSE,504840,1,KAIRA,KAIRA,X,,0,
BSE,504810,1,INFORTEC,INFORTEC,XT,,0,
BSE,504786,1,INVPRECQ,INVPRECQ,X,,0,
BSE,504741,1,INDIANHUME,INDIANHUME,B,,0,
BSE,504731,1,IBRIGST,IBRIGST,XT,,0,
BSE,504648,1,BOMBWIR,BOMBWIR,X,,0,
BSE,504646,1,BGWTATO,BGWTATO,X,,0,
BSE,504614,1,SARDAEN,SARDAEN,B,,0,
BSE,504605,1,UNIABEXAL,UNIABEXAL,XT,,0,
BSE,504398,1,SJCORP,SJCORP,X,,0,
BSE,504397,1,GANHOLD,GANHOLD,XT,,0,
BSE,504392,1,KRISHNA,KRISHNA,X,,0,
BSE,504380,1,FLOMIC,FLOMIC,X,,0,
BSE,504378,1,NYSSACORP,NYSSACORP,XT,,0,
BSE,504365,1,RIDHISYN,RIDHISYN,XT,,0,
BSE,504356,1,ZMULTIPU,ZMULTIPU,XT,,0,
BSE,504351,1,EMPOWER,EMPOWER,XT,,0,
BSE,504341,1,RELTD,RELTD,X,,0,
BSE,504340,1,CONFINT,CONFINT,XT,,0,
BSE,504286,1,DELTAMAGNT,DELTAMAGNT,T,,0,
BSE,504273,1,MODULEX,MODULEX,Z,,0,
BSE,504258,1,LAKSELEC,LAKSELEC,X,,0,
BSE,504240,1,DLTNCBL,DLTNCBL,XT,,0,
BSE,504220,1,WSIND,WSIND,T,,0,
BSE,504212,1,UNIVCABLES,UNIVCABLES,B,,0,
BSE,504180,1,STDBAT,STDBAT,XT,,0,
BSE,504176,1,HIGHENE,HIGHENE,X,,0,
BSE,504132,1,PERMAGN,PERMAGN,B,,0,
BSE,504112,1,NELCO,NELCO,A,,0,
BSE,504093,1,PANAENERG,PANAENERG,X,,0,
BSE,504092,1,INDOKEM,INDOKEM,X,,0,
BSE,504084,1,KAYCEEI,KAYCEEI,X,,0,
BSE,504080,1,JSLINDL,JSLINDL,XT,,0,
BSE,504076,1,JYOTI,JYOTI,XT,,0,
BSE,504067,1,ZENSARTECH,ZENSARTECH,A,,0,
BSE,504058,1,NIPPOBATRY,NIPPOBATRY,T,,0,
BSE,504036,1,HIRECT,HIRECT,B,,0,
BSE,504028,1,GEE,GEE,Z,,0,
BSE,504000,1,ELPROINTL,ELPROINTL,B,,0,
BSE,503960,1,BBL,BBL,A,,0,
BSE,503893,1,ZSATYASL,ZSATYASL,XT,,0,
BSE,503863,1,SHRMFGC,SHRMFGC,XT,,0,
BSE,503816,1,SWADPOL,SWADPOL,XT,,0,
BSE,503811,1,SIYSIL,SIYSIL,B,,0,
BSE,503806,1,SRF,SRF,A,,0,
BSE,503804,1,SHRIDINE,SHRIDINE,X,,0,
BSE,503776,1,MODIPON,MODIPON,X,,0,
BSE,503772,1,MODWOOL,MODWOOL,X,,0,
BSE,503722,1,BANSWRAS,BANSWRAS,B,,0,
BSE,503696,1,SHRENTI,SHRENTI,X,,0,
BSE,503689,1,HEALINV,HEALINV,XT,,0,
BSE,503685,1,MEDIAONE,MEDIAONE,X,,0,
BSE,503681,1,ELCIDIN,ELCIDIN,XT,,0,
BSE,503675,1,WAGEND,WAGEND,X,,0,
BSE,503671,1,UNIJOLL,UNIJOLL,XT,,0,
BSE,503669,1,KKFIN,KKFIN,X,,0,
BSE,503663,1,TILAK,TILAK,X,,0,
BSE,503659,1,SW1,SW1,XT,,0,
BSE,503657,1,VEERENRGY,VEERENRGY,X,,0,
BSE,503641,1,ZODIACVEN,ZODIACVEN,X,,0,
BSE,503639,1,INDSOYA,INDSOYA,XT,,0,
BSE,503635,1,SALSAIN,SALSAIN,XT,,0,
BSE,503624,1,ZSVARAJT,ZSVARAJT,X,,0,
BSE,503622,1,ZSVTRADI,ZSVTRADI,XT,,0,
BSE,503349,1,VICTMILL,VICTMILL,X,,0,
BSE,503310,1,SWANENERGY,SWANENERGY,A,,0,
BSE,503229,1,SIMPLXREA,SIMPLXREA,XT,,0,
BSE,503169,1,RUBYMILLS,RUBYMILLS,B,,0,
BSE,503162,1,RELCHEMQ,RELCHEMQ,B,,0,
BSE,503127,1,RAJABAH,RAJABAH,XT,,0,
BSE,503101,1,MARATHON,MARATHON,B,,0,
BSE,503100,1,PHOENIXLTD,PHOENIXLTD,A,,0,
BSE,503092,1,PASUSPG,PASUSPG,X,,0,
BSE,503031,1,PENINLAND,PENINLAND,B,,0,
BSE,502986,1,VTL,VTL,A,,0,
BSE,502958,1,LAKSHMIMIL,LAKSHMIMIL,X,,0,
BSE,502937,1,KESORAMIND,KESORAMIND,B,,0,
BSE,502933,1,KATRSPG,KATRSPG,X,,0,
BSE,502901,1,JAMSHRI,JAMSHRI,X,,0,
BSE,502893,1,UNITEDINT,UNITEDINT,X,,0,
BSE,502873,1,HPCOTTON,HPCOTTON,XT,,0,
BSE,502865,1,FORBESCO,FORBESCO,X,,0,
BSE,502850,1,ZGAEKWAR,ZGAEKWAR,X,,0,
BSE,502820,1,DCM,DCM,B,,0,
BSE,502589,1,VAPIENTER,VAPIENTER,XT,,0,
BSE,502587,1,NATHIND,NATHIND,X,,0,
BSE,502450,1,SESHAPAPER,SESHAPAPER,B,,0,
BSE,502448,1,ROLLT,ROLLT,T,,0,
BSE,502445,1,CITADEL,CITADEL,X,,0,
