Exchange,Token,Lotsize,Symbol,Tradingsymbol,Instrument,Expiry,Strike,Optiontype
NSE,5366,1,WINDLAS,WINDLAS-EQ,EQ,,0,
NSE,3772,1,WILLAMAGOR,WILLAMAGOR-EQ,EQ,,0,
NSE,18011,1,WHIRLPOOL,WHIRLPOOL-EQ,EQ,,0,
NSE,3766,1,WHEELS,WHEELS-EQ,EQ,,0,
NSE,9862,1,WEWIN,WEWIN-EQ,EQ,,0,
NSE,11580,1,WESTLIFE,WESTLIFE-EQ,EQ,,0,
NSE,4235,1,WENDT,WENDT-EQ,EQ,,0,
NSE,11253,1,WELSPUNIND,WELSPUNIND-EQ,EQ,,0,
NSE,19800,1,WELINV,WELINV-EQ,EQ,,0,
NSE,11626,1,WELENT,WELENT-EQ,EQ,,0,
NSE,11821,1,WELCORP,WELCORP-EQ,EQ,,0,
NSE,7835,1,WEL,WEL-EQ,EQ,,0,
NSE,3748,1,WEIZMANIND,WEIZMANIND-EQ,EQ,,0,
NSE,14602,1,WEBELSOLAR,WEBELSOLAR-EQ,EQ,,0,
NSE,1923,1,WEALTH,WEALTH-EQ,EQ,,0,
NSE,3745,1,WATERBASE,WATERBASE-EQ,EQ,,0,
NSE,3736,1,WALCHANNAG,WALCHANNAG-EQ,EQ,,0,
NSE,20188,1,WABAG,WABAG-EQ,EQ,,0,
NSE,2073,1,VTL,VTL-EQ,EQ,,0,
NSE,24292,1,VSTTILLERS,VSTTILLERS-EQ,EQ,,0,
NSE,3724,1,VSTIND,VSTIND-EQ,EQ,,0,
NSE,27067,1,VSSL,VSSL-EQ,EQ,,0,
NSE,8696,1,VRLLOG,VRLLOG-EQ,EQ,,0,
NSE,3718,1,VOLTAS,VOLTAS-EQ,EQ,,0,
NSE,13577,1,VOLTAMP,VOLTAMP-EQ,EQ,,0,
NSE,29284,1,VMART,VMART-EQ,EQ,,0,
NSE,3715,1,VLSFINANCE,VLSFINANCE-EQ,EQ,,0,
NSE,29877,1,VIVIDHA,VIVIDHA-EQ,EQ,,0,
NSE,13702,1,VISHWARAJ,VISHWARAJ-EQ,EQ,,0,
NSE,6908,1,VISHNU,VISHNU-EQ,EQ,,0,
NSE,11773,1,VISHAL,VISHAL-EQ,EQ,,0,
NSE,7303,1,VISESHINFO,VISESHINFO-EQ,EQ,,0,
NSE,4221,1,VISAKAIND,VISAKAIND-EQ,EQ,,0,
NSE,15295,1,VIRINCHI,VIRINCHI-EQ,EQ,,0,
NSE,8424,1,VIPULLTD,VIPULLTD-EQ,EQ,,0,
NSE,3703,1,VIPIND,VIPIND-EQ,EQ,,0,
NSE,14843,1,VIPCLOTHNG,VIPCLOTHNG-EQ,EQ,,0,
NSE,16821,1,VINYLINDIA,VINYLINDIA-EQ,EQ,,0,
NSE,12490,1,VINNY,VINNY-EQ,EQ,,0,
NSE,3807,1,VINEETLAB,VINEETLAB-EQ,EQ,,0,
NSE,3694,1,VINDHYATEL,VINDHYATEL-EQ,EQ,,0,
NSE,17364,1,VINATIORGA,VINATIORGA-EQ,EQ,,0,
NSE,13101,1,VIMTALABS,VIMTALABS-EQ,EQ,,0,
NSE,9931,1,VIKASLIFE,VIKASLIFE-EQ,EQ,,0,
NSE,25756,1,VIKASECO,VIKASECO-EQ,EQ,,0,
NSE,17691,1,VIJIFIN,VIJIFIN-EQ,EQ,,0,
NSE,5585,1,VIJAYA,VIJAYA-EQ,EQ,,0,
NSE,13536,1,VIDHIING,VIDHIING-EQ,EQ,,0,
NSE,11892,1,VHL,VHL-EQ,EQ,,0,
NSE,15362,1,VGUARD,VGUARD-EQ,EQ,,0,
NSE,8652,1,VETO,VETO-EQ,EQ,,0,
NSE,3676,1,VESUVIUS,VESUVIUS-EQ,EQ,,0,
NSE,18863,1,VERTOZ,VERTOZ-EQ,EQ,,0,
NSE,8890,1,VERANDA,VERANDA-EQ,EQ,,0,
NSE,13859,1,VENUSREM,VENUSREM-EQ,EQ,,0,
NSE,9592,1,VENUSPIPES,VENUSPIPES-EQ,EQ,,0,
NSE,3757,1,VENKEYS,VENKEYS-EQ,EQ,,0,
NSE,3063,1,VEDL,VEDL-EQ,EQ,,0,
NSE,9020,1,VCL,VCL-EQ,EQ,,0,
NSE,18921,1,VBL,VBL-EQ,EQ,,0,
NSE,25340,1,VASWANI,VASWANI-EQ,EQ,,0,
NSE,18110,1,VASCONEQ,VASCONEQ-EQ,EQ,,0,
NSE,3857,1,VARROC,VARROC-EQ,EQ,,0,
NSE,3646,1,VARDMNPOLY,VARDMNPOLY-EQ,EQ,,0,
NSE,11220,1,VARDHACRLC,VARDHACRLC-EQ,EQ,,0,
NSE,330,1,VALIANTORG,VALIANTORG-EQ,EQ,,0,
NSE,13342,1,VAKRANGEE,VAKRANGEE-EQ,EQ,,0,
NSE,16589,1,VAISHALI,VAISHALI-EQ,EQ,,0,
NSE,11364,1,VAIBHAVGBL,VAIBHAVGBL-EQ,EQ,,0,
NSE,24196,1,VADILALIND,VADILALIND-EQ,EQ,,0,
NSE,14766,1,V2RETAIL,V2RETAIL-EQ,EQ,,0,
NSE,12863,1,V1NSETEST,V1NSETEST-EQ,EQ,,0,
NSE,13376,1,UTTAMSUGAR,UTTAMSUGAR-EQ,EQ,,0,
NSE,9168,1,UTISXN50,UTISXN50-EQ,EQ,,0,
NSE,10515,1,UTISENSETF,UTISENSETF-EQ,EQ,,0,
NSE,10511,1,UTINIFTETF,UTINIFTETF-EQ,EQ,,0,
NSE,21478,1,UTINEXT50,UTINEXT50-EQ,EQ,,0,
NSE,22440,1,UTIBANKETF,UTIBANKETF-EQ,EQ,,0,
NSE,527,1,UTIAMC,UTIAMC-EQ,EQ,,0,
NSE,14871,1,USK,USK-EQ,EQ,,0,
NSE,8840,1,USHAMART,USHAMART-EQ,EQ,,0,
NSE,20203,1,URJA,URJA-EQ,EQ,,0,
NSE,11287,1,UPL,UPL-EQ,EQ,,0,
NSE,14154,1,UNOMINDA,UNOMINDA-EQ,EQ,,0,
NSE,17659,1,UNIVPHOTO,UNIVPHOTO-EQ,EQ,,0,
NSE,3607,1,UNIVCABLES,UNIVCABLES-EQ,EQ,,0,
NSE,18977,1,UNIVASTU,UNIVASTU-EQ,EQ,,0,
NSE,17999,1,UNITEDTEA,UNITEDTEA-EQ,EQ,,0,
NSE,7560,1,UNITEDPOLY,UNITEDPOLY-EQ,EQ,,0,
NSE,13057,1,UNIPARTS,UNIPARTS-EQ,EQ,,0,
NSE,10753,1,UNIONBANK,UNIONBANK-EQ,EQ,,0,
NSE,7791,1,UNIINFO,UNIINFO-EQ,EQ,,0,
NSE,11293,1,UNIENTER,UNIENTER-EQ,EQ,,0,
NSE,201,1,UNIDT,UNIDT-EQ,EQ,,0,
NSE,3579,1,UNICHEMLAB,UNICHEMLAB-EQ,EQ,,0,
NSE,19142,1,UMESLTD,UMESLTD-EQ,EQ,,0,
NSE,11387,1,UMANGDAIRY,UMANGDAIRY-EQ,EQ,,0,
NSE,8842,1,UMAEXPORTS,UMAEXPORTS-EQ,EQ,,0,
NSE,11532,1,ULTRACEMCO,ULTRACEMCO-EQ,EQ,,0,
NSE,15228,1,UJJIVANSFB,UJJIVANSFB-EQ,EQ,,0,
NSE,17069,1,UJJIVAN,UJJIVAN-EQ,EQ,,0,
NSE,5313,1,UGROCAP,UGROCAP-EQ,EQ,,0,
NSE,19578,1,UGARSUGAR,UGARSUGAR-EQ,EQ,,0,
NSE,9039,1,UFO,UFO-EQ,EQ,,0,
NSE,1053,1,UFLEX,UFLEX-EQ,EQ,,0,
NSE,7276,1,UDAICEMENT,UDAICEMENT-EQ,EQ,,0,
NSE,11223,1,UCOBANK,UCOBANK-EQ,EQ,,0,
NSE,3570,1,UCALFUEL,UCALFUEL-EQ,EQ,,0,
NSE,16713,1,UBL,UBL-EQ,EQ,,0,
NSE,15414,1,TWL,TWL-EQ,EQ,,0,
NSE,18504,1,TVVISION,TVVISION-EQ,EQ,,0,
NSE,11275,1,TVTODAY,TVTODAY-EQ,EQ,,0,
NSE,14245,1,TVSSRICHAK,TVSSRICHAK-EQ,EQ,,0,
NSE,8479,1,TVSMOTOR,TVSMOTOR-EQ,EQ,,0,
NSE,11265,1,TVSELECT,TVSELECT-EQ,EQ,,0,
NSE,14208,1,TV18BRDCST,TV18BRDCST-EQ,EQ,,0,
NSE,8954,1,TTML,TTML-EQ,EQ,,0,
NSE,14314,1,TTL,TTL-EQ,EQ,,0,
NSE,3546,1,TTKPRESTIG,TTKPRESTIG-EQ,EQ,,0,
NSE,11369,1,TTKHLTCARE,TTKHLTCARE-EQ,EQ,,0,
NSE,13081,1,TRIVENI,TRIVENI-EQ,EQ,,0,
NSE,25584,1,TRITURBINE,TRITURBINE-EQ,EQ,,0,
NSE,15174,1,TRIL,TRIL-EQ,EQ,,0,
NSE,5428,1,TRIGYN,TRIGYN-EQ,EQ,,0,
NSE,9685,1,TRIDENT,TRIDENT-EQ,EQ,,0,
NSE,17987,1,TRF,TRF-EQ,EQ,,0,
NSE,1964,1,TRENT,TRENT-EQ,EQ,,0,
NSE,7518,1,TREJHARA,TREJHARA-EQ,EQ,,0,
NSE,25082,1,TREEHOUSE,TREEHOUSE-EQ,EQ,,0,
NSE,11582,1,TRACXN,TRACXN-EQ,EQ,,0,
NSE,9219,1,TPLPLASTEH,TPLPLASTEH-EQ,EQ,,0,
NSE,16908,1,TOUCHWOOD,TOUCHWOOD-EQ,EQ,,0,
NSE,22423,1,TOTAL,TOTAL-EQ,EQ,,0,
NSE,13786,1,TORNTPOWER,TORNTPOWER-EQ,EQ,,0,
NSE,3518,1,TORNTPHARM,TORNTPHARM-EQ,EQ,,0,
NSE,3837,1,TOKYOPLAST,TOKYOPLAST-EQ,EQ,,0,
NSE,3980,1,TNPL,TNPL-EQ,EQ,,0,
NSE,3509,1,TNPETRO,TNPETRO-EQ,EQ,,0,
NSE,8882,1,TNIDETF,TNIDETF-EQ,EQ,,0,
NSE,10945,1,TMB,TMB-EQ,EQ,,0,
NSE,3506,1,TITAN,TITAN-EQ,EQ,,0,
NSE,22282,1,TIRUPATIFL,TIRUPATIFL-EQ,EQ,,0,
NSE,3496,1,TIRUMALCHM,TIRUMALCHM-EQ,EQ,,0,
NSE,9117,1,TIPSINDLTD,TIPSINDLTD-EQ,EQ,,0,
NSE,11374,1,TIPSFILMS,TIPSFILMS-EQ,EQ,,0,
NSE,3493,1,TINPLATE,TINPLATE-EQ,EQ,,0,
NSE,14198,1,TIMKEN,TIMKEN-EQ,EQ,,0,
NSE,14707,1,TIMETECHNO,TIMETECHNO-EQ,EQ,,0,
NSE,10717,1,TIMESGTY,TIMESGTY-EQ,EQ,,0,
NSE,25482,1,TIJARIA,TIJARIA-EQ,EQ,,0,
NSE,312,1,TIINDIA,TIINDIA-EQ,EQ,,0,
NSE,14223,1,TIIL,TIIL-EQ,EQ,,0,
NSE,14019,1,TIDEWATER,TIDEWATER-EQ,EQ,,0,
NSE,19196,1,TI,TI-EQ,EQ,,0,
NSE,17032,1,THYROCARE,THYROCARE-EQ,EQ,,0,
NSE,3481,1,THOMASCOOK,THOMASCOOK-EQ,EQ,,0,
NSE,3475,1,THERMAX,THERMAX-EQ,EQ,,0,
NSE,14485,1,THEMISMED,THEMISMED-EQ,EQ,,0,
NSE,18118,1,THANGAMAYL,THANGAMAYL-EQ,EQ,,0,
NSE,14319,1,TFL,TFL-EQ,EQ,,0,
NSE,3466,1,TFCILTD,TFCILTD-EQ,EQ,,0,
NSE,21828,1,TEXRAIL,TEXRAIL-EQ,EQ,,0,
NSE,18214,1,TEXMOPIPES,TEXMOPIPES-EQ,EQ,,0,
NSE,11549,1,TEXINFRA,TEXINFRA-EQ,EQ,,0,
NSE,19292,1,TERASOFT,TERASOFT-EQ,EQ,,0,
NSE,3275,1,TEMBO,TEMBO-EQ,EQ,,0,
NSE,21131,1,TEJASNET,TEJASNET-EQ,EQ,,0,
NSE,7105,1,TEGA,TEGA-EQ,EQ,,0,
NSE,6445,1,TECHNOE,TECHNOE-EQ,EQ,,0,
NSE,13538,1,TECHM,TECHM-EQ,EQ,,0,
NSE,25190,1,TECHIN,TECHIN-EQ,EQ,,0,
NSE,6462,1,TECH,TECH-EQ,EQ,,0,
NSE,12716,1,TEAMLEASE,TEAMLEASE-EQ,EQ,,0,
NSE,25178,1,TDPOWERSYS,TDPOWERSYS-EQ,EQ,,0,
NSE,11536,1,TCS,TCS-EQ,EQ,,0,
NSE,184,1,TCPLPACK,TCPLPACK-EQ,EQ,,0,
NSE,4172,1,TCNSBRANDS,TCNSBRANDS-EQ,EQ,,0,
NSE,19223,1,TCIEXP,TCIEXP-EQ,EQ,,0,
NSE,10580,1,TCI,TCI-EQ,EQ,,0,
NSE,27037,1,TBZ,TBZ-EQ,EQ,,0,
NSE,5162,1,TATVA,TATVA-EQ,EQ,,0,
NSE,1639,1,TATASTLLP,TATASTLLP-EQ,EQ,,0,
NSE,3499,1,TATASTEEL,TATASTEEL-EQ,EQ,,0,
NSE,3426,1,TATAPOWER,TATAPOWER-EQ,EQ,,0,
NSE,16965,1,TATAMTRDVR,TATAMTRDVR-EQ,EQ,,0,
NSE,3456,1,TATAMOTORS,TATAMOTORS-EQ,EQ,,0,
NSE,3423,1,TATAMETALI,TATAMETALI-EQ,EQ,,0,
NSE,1621,1,TATAINVEST,TATAINVEST-EQ,EQ,,0,
NSE,3411,1,TATAELXSI,TATAELXSI-EQ,EQ,,0,
NSE,3432,1,TATACONSUM,TATACONSUM-EQ,EQ,,0,
NSE,3721,1,TATACOMM,TATACOMM-EQ,EQ,,0,
NSE,724,1,TATACOFFEE,TATACOFFEE-EQ,EQ,,0,
NSE,3405,1,TATACHEM,TATACHEM-EQ,EQ,,0,
NSE,20092,1,TASTYBITE,TASTYBITE-EQ,EQ,,0,
NSE,6943,1,TARSONS,TARSONS-EQ,EQ,,0,
NSE,14771,1,TARMAT,TARMAT-EQ,EQ,,0,
NSE,1581,1,TARC,TARC-EQ,EQ,,0,
NSE,13976,1,TANLA,TANLA-EQ,EQ,,0,
NSE,13648,1,TALBROAUTO,TALBROAUTO-EQ,EQ,,0,
NSE,14917,1,TAKE,TAKE-EQ,EQ,,0,
NSE,9354,1,TAJGVK,TAJGVK-EQ,EQ,,0,
NSE,3396,1,TAINWALCHM,TAINWALCHM-EQ,EQ,,0,
NSE,10793,1,SYRMA,SYRMA-EQ,EQ,,0,
NSE,10243,1,SYNGENE,SYNGENE-EQ,EQ,,0,
NSE,11992,1,SYNCOMF,SYNCOMF-EQ,EQ,,0,
NSE,24190,1,SYMPHONY,SYMPHONY-EQ,EQ,,0,
NSE,12489,1,SWSOLAR,SWSOLAR-EQ,EQ,,0,
NSE,11909,1,SWELECTES,SWELECTES-EQ,EQ,,0,
NSE,3384,1,SWARAJENG,SWARAJENG-EQ,EQ,,0,
NSE,27095,1,SWANENERGY,SWANENERGY-EQ,EQ,,0,
NSE,15121,1,SVLL,SVLL-EQ,EQ,,0,
NSE,12018,1,SUZLON,SUZLON-EQ,EQ,,0,
NSE,2998,1,SUVIDHAA,SUVIDHAA-EQ,EQ,,0,
NSE,17945,1,SUVENPHAR,SUVENPHAR-EQ,EQ,,0,
NSE,11233,1,SUVEN,SUVEN-EQ,EQ,,0,
NSE,638,1,SUULD,SUULD-EQ,EQ,,0,
NSE,13801,1,SUTLEJTEX,SUTLEJTEX-EQ,EQ,,0,
NSE,2970,1,SURYODAY,SURYODAY-EQ,EQ,,0,
NSE,3375,1,SURYAROSNI,SURYAROSNI-EQ,EQ,,0,
NSE,11852,1,SURYALAXMI,SURYALAXMI-EQ,EQ,,0,
NSE,10700,1,SURANAT&P,SURANAT&P-EQ,EQ,,0,
NSE,21077,1,SURANASOL,SURANASOL-EQ,EQ,,0,
NSE,7390,1,SUPRIYA,SUPRIYA-EQ,EQ,,0,
NSE,15002,1,SUPREMEINF,SUPREMEINF-EQ,EQ,,0,
NSE,3363,1,SUPREMEIND,SUPREMEIND-EQ,EQ,,0,
NSE,11689,1,SUPRAJIT,SUPRAJIT-EQ,EQ,,0,
NSE,3357,1,SUPERSPIN,SUPERSPIN-EQ,EQ,,0,
NSE,20616,1,SUPERHOUSE,SUPERHOUSE-EQ,EQ,,0,
NSE,13404,1,SUNTV,SUNTV-EQ,EQ,,0,
NSE,17641,1,SUNTECK,SUNTECK-EQ,EQ,,0,
NSE,3351,1,SUNPHARMA,SUNPHARMA-EQ,EQ,,0,
NSE,3348,1,SUNFLAG,SUNFLAG-EQ,EQ,,0,
NSE,3345,1,SUNDRMFAST,SUNDRMFAST-EQ,EQ,,0,
NSE,4179,1,SUNDRMBRAK,SUNDRMBRAK-EQ,EQ,,0,
NSE,2183,1,SUNDARMHLD,SUNDARMHLD-EQ,EQ,,0,
NSE,3339,1,SUNDARMFIN,SUNDARMFIN-EQ,EQ,,0,
NSE,18931,1,SUNDARAM,SUNDARAM-EQ,EQ,,0,
NSE,29008,1,SUNCLAYLTD,SUNCLAYLTD-EQ,EQ,,0,
NSE,21275,1,SUMMITSEC,SUMMITSEC-EQ,EQ,,0,
NSE,11140,1,SUMIT,SUMIT-EQ,EQ,,0,
NSE,17105,1,SUMICHEM,SUMICHEM-EQ,EQ,,0,
NSE,13218,1,SULA,SULA-EQ,EQ,,0,
NSE,11804,1,SUKHJITS,SUKHJITS-EQ,EQ,,0,
NSE,3327,1,SUDARSCHEM,SUDARSCHEM-EQ,EQ,,0,
NSE,3324,1,SUBROS,SUBROS-EQ,EQ,,0,
NSE,967,1,SUBEXLTD,SUBEXLTD-EQ,EQ,,0,
NSE,19,1,STYRENIX,STYRENIX-EQ,EQ,,0,
NSE,5186,1,STYLAMIND,STYLAMIND-EQ,EQ,,0,
NSE,2107,1,STOVEKRAFT,STOVEKRAFT-EQ,EQ,,0,
NSE,9309,1,STLTECH,STLTECH-EQ,EQ,,0,
NSE,4299,1,STERTOOLS,STERTOOLS-EQ,EQ,,0,
NSE,21484,1,STEL,STEL-EQ,EQ,,0,
NSE,21339,1,STEELXIND,STEELXIND-EQ,EQ,,0,
NSE,10406,1,STEELCITY,STEELCITY-EQ,EQ,,0,
NSE,6803,1,STEELCAS,STEELCAS-EQ,EQ,,0,
NSE,10948,1,STCINDIA,STCINDIA-EQ,EQ,,0,
NSE,9305,1,STARTECK,STARTECK-EQ,EQ,,0,
NSE,3291,1,STARPAPER,STARPAPER-EQ,EQ,,0,
NSE,7083,1,STARHEALTH,STARHEALTH-EQ,EQ,,0,
NSE,21091,1,STARCEMENT,STARCEMENT-EQ,EQ,,0,
NSE,7374,1,STAR,STAR-EQ,EQ,,0,
NSE,11829,1,SSWL,SSWL-EQ,EQ,,0,
NSE,140,1,SRPL,SRPL-EQ,EQ,,0,
NSE,14582,1,SRHHYPOLTD,SRHHYPOLTD-EQ,EQ,,0,
NSE,3273,1,SRF,SRF-EQ,EQ,,0,
NSE,31837,1,SREEL,SREEL-EQ,EQ,,0,
NSE,10733,1,SPORTKING,SPORTKING-EQ,EQ,,0,
NSE,9617,1,SPLPETRO,SPLPETRO-EQ,EQ,,0,
NSE,11935,1,SPLIL,SPLIL-EQ,EQ,,0,
NSE,3252,1,SPIC,SPIC-EQ,EQ,,0,
NSE,8163,1,SPENCERS,SPENCERS-EQ,EQ,,0,
NSE,27107,1,SPECIALITY,SPECIALITY-EQ,EQ,,0,
NSE,19372,1,SPCENET,SPCENET-EQ,EQ,,0,
NSE,14788,1,SPARC,SPARC-EQ,EQ,,0,
NSE,11435,1,SPANDANA,SPANDANA-EQ,EQ,,0,
NSE,18252,1,SPAL,SPAL-EQ,EQ,,0,
NSE,9678,1,SOUTHWEST,SOUTHWEST-EQ,EQ,,0,
NSE,5948,1,SOUTHBANK,SOUTHBANK-EQ,EQ,,0,
