Exchange,Token,Lotsize,Symbol,Tradingsymbol,Instrument,Expiry,Strike,Optiontype
NFO,35438,15,BANKNIFTY,BANKNIFTY19JUN24P35000,OPTIDX,19-JUN-2024,35000.00,PE
NFO,35437,15,BANKNIFTY,BANKNIFTY19JUN24C35000,OPTIDX,19-JUN-2024,35000.00,CE
NFO,35457,15,BANKNIFTY,BANKNIFTY03JUL24C54300,OPTIDX,03-JUL-2024,54300.00,CE
NFO,35458,15,BANKNIFTY,BANKNIFTY31JUL24C33000,OPTIDX,31-JUL-2024,33000.00,CE
NFO,35459,15,BANKNIFTY,BANKNIFTY10JUL24P58800,OPTIDX,10-JUL-2024,58800.00,PE
NFO,35562,15,BANKNIFTY,BANKNIFTY26JUN24P53400,OPTIDX,26-JUN-2024,53400.00,PE
NFO,35542,15,BANKNIFTY,BANKNIFTY26JUN24P53800,OPTIDX,26-JUN-2024,53800.00,PE
NFO,35541,15,BANKNIFTY,BANKNIFTY26JUN24C53800,OPTIDX,26-JUN-2024,53800.00,CE
NFO,35540,15,BANKNIFTY,BANKNIFTY26JUN24P53700,OPTIDX,26-JUN-2024,53700.00,PE
NFO,35539,15,BANKNIFTY,BANKNIFTY26JUN24C53700,OPTIDX,26-JUN-2024,53700.00,CE
NFO,35537,15,BANKNIFTY,BANKNIFTY26JUN24P53300,OPTIDX,26-JUN-2024,53300.00,PE
NFO,35536,15,BANKNIFTY,BANKNIFTY26JUN24C53300,OPTIDX,26-JUN-2024,53300.00,CE
NFO,35535,15,BANKNIFTY,BANKNIFTY26JUN24P53200,OPTIDX,26-JUN-2024,53200.00,PE
NFO,35523,15,BANKNIFTY,BANKNIFTY26JUN24C53200,OPTIDX,26-JUN-2024,53200.00,CE
NFO,35478,15,BANKNIFTY,BANKNIFTY28AUG24P34000,OPTIDX,28-AUG-2024,34000.00,PE
NFO,35477,15,BANKNIFTY,BANKNIFTY28AUG24C34000,OPTIDX,28-AUG-2024,34000.00,CE
NFO,35661,15,BANKNIFTY,BANKNIFTY03JUL24C54600,OPTIDX,03-JUL-2024,54600.00,CE
NFO,35461,15,BANKNIFTY,BANKNIFTY10JUL24P72500,OPTIDX,10-JUL-2024,72500.00,PE
NFO,35460,15,BANKNIFTY,BANKNIFTY10JUL24C72500,OPTIDX,10-JUL-2024,72500.00,CE
NFO,35435,15,BANKNIFTY,BANKNIFTY10JUL24C58800,OPTIDX,10-JUL-2024,58800.00,CE
NFO,35052,15,BANKNIFTY,BANKNIFTY10JUL24C58300,OPTIDX,10-JUL-2024,58300.00,CE
NFO,35039,15,BANKNIFTY,BANKNIFTY19JUN24P34000,OPTIDX,19-JUN-2024,34000.00,PE
NFO,35149,15,BANKNIFTY,BANKNIFTY26JUN24P34000,OPTIDX,26-JUN-2024,34000.00,PE
NFO,35118,15,BANKNIFTY,BANKNIFTY19JUN24P34500,OPTIDX,19-JUN-2024,34500.00,PE
NFO,35038,15,BANKNIFTY,BANKNIFTY19JUN24C34000,OPTIDX,19-JUN-2024,34000.00,CE
NFO,35037,15,BANKNIFTY,BANKNIFTY19JUN24P33500,OPTIDX,19-JUN-2024,33500.00,PE
NFO,35036,15,BANKNIFTY,BANKNIFTY19JUN24C33500,OPTIDX,19-JUN-2024,33500.00,CE
NFO,35035,15,BANKNIFTY,BANKNIFTY19JUN24P33000,OPTIDX,19-JUN-2024,33000.00,PE
NFO,35115,15,BANKNIFTY,BANKNIFTY03JUL24P33500,OPTIDX,03-JUL-2024,33500.00,PE
NFO,35034,15,BANKNIFTY,BANKNIFTY19JUN24C33000,OPTIDX,19-JUN-2024,33000.00,CE
NFO,35114,15,BANKNIFTY,BANKNIFTY26JUN24C32500,OPTIDX,26-JUN-2024,32500.00,CE
NFO,35024,15,BANKNIFTY,BANKNIFTY19JUN24P32500,OPTIDX,19-JUN-2024,32500.00,PE
NFO,35023,15,BANKNIFTY,BANKNIFTY19JUN24C32500,OPTIDX,19-JUN-2024,32500.00,CE
NFO,35112,15,BANKNIFTY,BANKNIFTY03JUL24C33500,OPTIDX,03-JUL-2024,33500.00,CE
NFO,35111,15,BANKNIFTY,BANKNIFTY03JUL24P33000,OPTIDX,03-JUL-2024,33000.00,PE
NFO,35020,15,BANKNIFTY,BANKNIFTY26JUN24F,FUTIDX,26-JUN-2024,-0.01,XX
NFO,35110,15,BANKNIFTY,BANKNIFTY03JUL24C33000,OPTIDX,03-JUL-2024,33000.00,CE
NFO,35040,15,BANKNIFTY,BANKNIFTY16JUL24C40800,OPTIDX,16-JUL-2024,40800.00,CE
NFO,35041,15,BANKNIFTY,BANKNIFTY16JUL24P40800,OPTIDX,16-JUL-2024,40800.00,PE
NFO,35053,15,BANKNIFTY,BANKNIFTY10JUL24P58300,OPTIDX,10-JUL-2024,58300.00,PE
NFO,35054,15,BANKNIFTY,BANKNIFTY10JUL24C72000,OPTIDX,10-JUL-2024,72000.00,CE
NFO,35055,15,BANKNIFTY,BANKNIFTY10JUL24P72000,OPTIDX,10-JUL-2024,72000.00,PE
NFO,35134,15,BANKNIFTY,BANKNIFTY26JUN24P33500,OPTIDX,26-JUN-2024,33500.00,PE
NFO,35133,15,BANKNIFTY,BANKNIFTY26JUN24C33500,OPTIDX,26-JUN-2024,33500.00,CE
NFO,35132,15,BANKNIFTY,BANKNIFTY26JUN24P32500,OPTIDX,26-JUN-2024,32500.00,PE
NFO,35136,15,BANKNIFTY,BANKNIFTY26JUN24C34000,OPTIDX,26-JUN-2024,34000.00,CE
NFO,35137,15,BANKNIFTY,BANKNIFTY28AUG24P33500,OPTIDX,28-AUG-2024,33500.00,PE
NFO,35129,15,BANKNIFTY,BANKNIFTY28AUG24C33500,OPTIDX,28-AUG-2024,33500.00,CE
NFO,35044,15,BANKNIFTY,BANKNIFTY19JUN24P54100,OPTIDX,19-JUN-2024,54100.00,PE
NFO,35138,15,BANKNIFTY,BANKNIFTY10JUL24C26500,OPTIDX,10-JUL-2024,26500.00,CE
NFO,35051,15,BANKNIFTY,BANKNIFTY10JUL24P58200,OPTIDX,10-JUL-2024,58200.00,PE
NFO,35139,15,BANKNIFTY,BANKNIFTY10JUL24P26500,OPTIDX,10-JUL-2024,26500.00,PE
NFO,35127,15,BANKNIFTY,BANKNIFTY03JUL24P34000,OPTIDX,03-JUL-2024,34000.00,PE
NFO,35043,15,BANKNIFTY,BANKNIFTY19JUN24C54100,OPTIDX,19-JUN-2024,54100.00,CE
NFO,35042,15,BANKNIFTY,BANKNIFTY10JUL24C58200,OPTIDX,10-JUL-2024,58200.00,CE
NFO,35120,15,BANKNIFTY,BANKNIFTY03JUL24C34000,OPTIDX,03-JUL-2024,34000.00,CE
NFO,35090,15,BANKNIFTY,BANKNIFTY26JUN24C32000,OPTIDX,26-JUN-2024,32000.00,CE
NFO,35003,15,BANKNIFTY,BANKNIFTY19JUN24P53900,OPTIDX,19-JUN-2024,53900.00,PE
